policy_id,customer_age,region_code,region_density
POL002972,62,C12,34791
POL014937,44,C2,27003
POL039085,41,C5,34738
POL037940,47,C11,6108
POL042737,45,C13,5410
POL028080,48,C13,5410
POL019498,42,C5,34738
POL035482,52,C14,7788
POL004925,44,C14,7788
POL037170,35,C10,73430
POL033980,47,C14,7788
POL037393,54,C15,290
POL039042,36,C5,34738
POL056674,59,C2,27003
POL003732,36,C8,8794
POL009718,45,C2,27003
POL048332,56,C11,6108
POL035676,47,C13,5410
POL030701,44,C8,8794
POL050931,51,C14,7788
POL053580,41,C1,4990
POL005044,52,C5,34738
POL053617,38,C9,17804
POL011901,42,C5,34738
POL054401,46,C3,4076
POL050984,43,C1,4990
POL055677,35,C2,27003
POL007025,49,C2,27003
POL003615,49,C13,5410
POL040778,40,C8,8794
POL026251,49,C14,7788
POL040578,49,C13,5410
POL051483,41,C5,34738
POL036724,56,C3,4076
POL055734,47,C8,8794
POL041866,41,C11,6108
POL010478,35,C14,7788
POL005358,41,C8,8794
POL048938,36,C14,7788
POL038348,43,C3,4076
POL029126,47,C5,34738
POL010301,36,C5,34738
POL015647,49,C3,4076
POL037517,41,C8,8794
POL051392,52,C14,7788
POL028274,58,C19,27742
POL035739,42,C4,21622
POL056835,61,C8,8794
POL039901,48,C5,34738
POL021423,47,C8,8794
POL026793,39,C13,5410
POL016211,50,C8,8794
POL044596,44,C2,27003
POL001821,43,C5,34738
POL054317,48,C8,8794
POL052953,48,C11,6108
POL049472,40,C2,27003
POL010731,49,C11,6108
POL043128,44,C9,17804
POL014801,43,C19,27742
POL015245,41,C10,73430
POL010971,44,C21,3264
POL008672,43,C14,7788
POL046455,48,C10,73430
POL043141,40,C3,4076
POL002169,35,C8,8794
POL052229,49,C1,4990
POL009311,47,C14,7788
POL005648,42,C2,27003
POL052828,35,C3,4076
POL017692,45,C9,17804
POL056664,39,C3,4076
POL026593,40,C3,4076
POL055048,36,C2,27003
POL030031,35,C5,34738
POL019838,54,C8,8794
POL032468,48,C14,7788
POL050926,37,C2,27003
POL020083,55,C10,73430
POL008356,40,C2,27003
POL044734,47,C14,7788
POL027215,56,C9,17804
POL007410,37,C12,34791
POL009028,39,C8,8794
POL034905,47,C3,4076
POL039984,49,C2,27003
POL035377,39,C7,6112
POL024401,52,C8,8794
POL057513,47,C2,27003
POL051330,52,C14,7788
POL032502,54,C8,8794
POL016199,44,C2,27003
POL003854,38,C8,8794
POL013525,44,C8,8794
POL024472,40,C7,6112
POL025054,51,C9,17804
POL045364,45,C7,6112
POL031272,35,C7,6112
POL043429,57,C11,6108
POL031960,57,C5,34738
POL019608,37,C14,7788
POL022251,62,C5,34738
POL000123,54,C14,7788
POL006926,43,C2,27003
POL027491,35,C3,4076
POL024470,40,C10,73430
POL053154,47,C17,65567
POL025541,49,C13,5410
POL047610,48,C5,34738
POL010822,46,C19,27742
POL024425,44,C11,6108
POL006537,42,C15,290
POL011230,35,C8,8794
POL038214,46,C5,34738
POL015046,40,C3,4076
POL019199,37,C11,6108
POL005988,56,C8,8794
POL034793,39,C2,27003
POL044818,53,C14,7788
POL045689,41,C10,73430
POL012635,49,C3,4076
POL055172,40,C13,5410
POL052575,54,C3,4076
POL044463,43,C18,35036
POL008876,37,C2,27003
POL005794,49,C8,8794
POL050623,41,C2,27003
POL041720,37,C8,8794
POL050430,54,C8,8794
POL025141,37,C8,8794
POL033180,44,C2,27003
POL045930,45,C14,7788
POL048524,41,C11,6108
POL005649,53,C3,4076
POL047553,36,C13,5410
POL000031,35,C12,34791
POL051027,49,C10,73430
POL035453,39,C6,13051
POL013547,41,C5,34738
POL001693,46,C2,27003
POL030461,52,C5,34738
POL024172,43,C8,8794
POL007893,44,C12,34791
POL018780,52,C9,17804
POL009249,56,C10,73430
POL035001,53,C8,8794
POL007520,39,C7,6112
POL010377,44,C1,4990
POL033454,47,C21,3264
POL041998,43,C13,5410
POL017878,41,C13,5410
POL001383,40,C13,5410
POL047269,38,C1,4990
POL001542,37,C2,27003
POL041763,48,C2,27003
POL023731,46,C8,8794
POL003876,43,C8,8794
POL042982,50,C5,34738
POL013164,57,C9,17804
POL027321,47,C2,27003
POL037836,50,C2,27003
POL039943,44,C8,8794
POL010803,54,C8,8794
POL056387,49,C10,73430
POL032495,50,C5,34738
POL014035,49,C7,6112
POL036197,54,C5,34738
POL027139,35,C22,16733
POL008736,38,C1,4990
POL001601,60,C8,8794
POL039997,49,C10,73430
POL026840,41,C1,4990
POL045090,41,C2,27003
POL008648,44,C5,34738
POL051641,45,C9,17804
POL030437,44,C4,21622
POL010222,48,C10,73430
POL039297,45,C8,8794
POL025685,46,C3,4076
POL007647,53,C3,4076
POL006135,39,C2,27003
POL031232,42,C8,8794
POL008128,42,C13,5410
POL028271,48,C5,34738
POL048861,40,C5,34738
POL033088,57,C8,8794
POL039180,37,C11,6108
POL021244,40,C18,35036
POL039730,46,C5,34738
POL015017,43,C2,27003
POL034091,64,C22,16733
POL043870,56,C11,6108
POL022910,45,C3,4076
POL023925,41,C8,8794
POL039646,35,C15,290
POL015520,40,C5,34738
POL008003,36,C7,6112
POL026531,36,C8,8794
POL036270,41,C8,8794
POL054150,36,C7,6112
POL035605,44,C2,27003
POL048911,40,C8,8794
POL026245,37,C5,34738
POL056379,41,C8,8794
POL022954,35,C5,34738
POL041484,54,C8,8794
POL056931,40,C8,8794
POL010852,40,C2,27003
POL001557,37,C14,7788
POL007781,40,C2,27003
POL046387,37,C12,34791
POL025151,40,C5,34738
POL042106,41,C3,4076
POL028024,54,C8,8794
POL055180,40,C8,8794
POL018716,53,C8,8794
POL009527,53,C8,8794
POL052067,39,C2,27003
POL007226,36,C9,17804
POL032135,40,C8,8794
POL001070,57,C8,8794
POL034681,45,C4,21622
POL051411,49,C3,4076
POL020909,46,C10,73430
POL024791,59,C13,5410
POL047282,45,C6,13051
POL040004,50,C8,8794
POL047400,55,C8,8794
POL023201,49,C9,17804
POL006250,36,C14,7788
POL036379,41,C21,3264
POL020112,39,C12,34791
POL049074,40,C10,73430
POL028640,56,C2,27003
POL020550,43,C5,34738
POL056434,37,C10,73430
POL025725,53,C6,13051
POL008890,40,C13,5410
POL031618,50,C5,34738
POL042861,42,C2,27003
POL028460,61,C5,34738
POL025012,39,C17,65567
POL026279,45,C14,7788
POL043823,47,C14,7788
POL052666,53,C1,4990
POL021238,35,C12,34791
POL020493,37,C2,27003
POL029177,42,C13,5410
POL053782,37,C1,4990
POL015764,36,C8,8794
POL021332,39,C5,34738
POL055892,43,C8,8794
POL027563,37,C18,35036
POL009570,45,C8,8794
POL023153,49,C14,7788
POL030676,49,C2,27003
POL019748,45,C2,27003
POL023656,39,C2,27003
POL045680,42,C21,3264
POL037705,37,C8,8794
POL031591,39,C10,73430
POL019923,47,C14,7788
POL046828,36,C7,6112
POL007831,43,C8,8794
POL001501,46,C13,5410
POL020056,49,C8,8794
POL058359,37,C12,34791
POL005368,36,C2,27003
POL016240,35,C9,17804
POL017293,48,C2,27003
POL057689,47,C11,6108
POL023981,46,C2,27003
POL011834,58,C12,34791
POL053702,40,C10,73430
POL048637,39,C5,34738
POL011704,47,C2,27003
POL028023,37,C10,73430
POL055631,39,C5,34738
POL049766,35,C19,27742
POL004900,36,C8,8794
POL029341,35,C9,17804
POL034516,35,C15,290
POL034233,39,C12,34791
POL038087,47,C15,290
POL012176,45,C5,34738
POL029009,36,C2,27003
POL054814,37,C10,73430
POL007544,48,C21,3264
POL038373,40,C5,34738
POL058329,40,C5,34738
POL045678,43,C8,8794
POL042015,35,C10,73430
POL041498,58,C1,4990
POL041938,46,C21,3264
POL053388,40,C17,65567
POL055891,41,C5,34738
POL000201,44,C2,27003
POL020921,54,C19,27742
POL010760,40,C10,73430
POL010337,40,C9,17804
POL037372,50,C17,65567
POL053049,40,C8,8794
POL045060,37,C7,6112
POL057377,47,C9,17804
POL026964,41,C8,8794
POL044004,41,C19,27742
POL051666,49,C10,73430
POL006941,53,C2,27003
POL011512,56,C14,7788
POL042201,37,C10,73430
POL042948,43,C3,4076
POL044942,45,C13,5410
POL007367,59,C8,8794
POL041510,37,C14,7788
POL001167,35,C8,8794
POL012191,42,C2,27003
POL048380,35,C13,5410
POL007333,45,C7,6112
POL030213,44,C4,21622
POL000670,40,C5,34738
POL057356,41,C8,8794
POL055477,40,C18,35036
POL045682,40,C2,27003
POL058488,46,C2,27003
POL052183,40,C2,27003
POL058416,49,C19,27742
POL012026,54,C8,8794
POL007944,39,C8,8794
POL019339,45,C11,6108
POL005579,41,C8,8794
POL038106,49,C2,27003
POL031743,50,C17,65567
POL006404,35,C8,8794
POL005131,46,C8,8794
POL036349,36,C19,27742
POL053567,52,C13,5410
POL045035,44,C3,4076
POL019811,48,C6,13051
POL006978,37,C9,17804
POL031176,44,C4,21622
POL047585,44,C12,34791
POL010357,37,C14,7788
POL043307,49,C15,290
POL037696,58,C10,73430
POL025150,53,C10,73430
POL003223,55,C8,8794
POL014868,48,C3,4076
POL026176,39,C3,4076
POL057336,44,C8,8794
POL044278,56,C14,7788
POL016167,64,C8,8794
POL044762,37,C14,7788
POL040026,54,C8,8794
POL002061,45,C2,27003
POL038550,39,C13,5410
POL053686,57,C5,34738
POL044262,62,C10,73430
POL010242,54,C8,8794
POL028947,43,C14,7788
POL008605,35,C2,27003
POL007439,39,C14,7788
POL053780,51,C8,8794
POL028843,45,C8,8794
POL026858,42,C21,3264
POL019188,43,C2,27003
POL045339,58,C8,8794
POL025434,50,C11,6108
POL017846,37,C2,27003
POL045207,43,C10,73430
POL049923,45,C3,4076
POL035316,45,C8,8794
POL009868,35,C12,34791
POL034026,62,C11,6108
POL053849,47,C8,8794
POL054022,44,C7,6112
POL024989,42,C5,34738
POL005513,38,C2,27003
POL016310,43,C2,27003
POL009863,43,C3,4076
POL021438,41,C5,34738
POL006401,58,C4,21622
POL003980,45,C8,8794
POL004630,41,C5,34738
POL008674,41,C2,27003
POL034463,42,C10,73430
POL033713,52,C2,27003
POL023572,47,C5,34738
POL016638,39,C13,5410
POL041006,43,C8,8794
POL057623,41,C12,34791
POL003820,48,C8,8794
POL047810,35,C4,21622
POL020092,43,C8,8794
POL049152,37,C11,6108
POL031131,35,C5,34738
POL042968,40,C8,8794
POL036286,42,C5,34738
POL016758,61,C8,8794
POL029616,46,C2,27003
POL043084,37,C13,5410
POL029655,38,C11,6108
POL011716,47,C7,6112
POL048811,51,C15,290
POL039534,60,C8,8794
POL014015,35,C2,27003
POL040560,40,C6,13051
POL021373,39,C14,7788
POL014361,36,C3,4076
POL016079,45,C3,4076
POL030010,44,C15,290
POL051109,44,C2,27003
POL018932,37,C10,73430
POL051584,36,C11,6108
POL020142,37,C8,8794
POL051198,47,C2,27003
POL013077,43,C8,8794
POL048350,35,C1,4990
POL024362,36,C9,17804
POL035033,35,C4,21622
POL049004,56,C14,7788
POL010616,43,C5,34738
POL038235,53,C8,8794
POL014870,35,C8,8794
POL032744,35,C7,6112
POL002818,36,C8,8794
POL035945,42,C10,73430
POL028559,47,C10,73430
POL056986,52,C13,5410
POL045262,38,C15,290
POL036914,54,C3,4076
POL043626,53,C8,8794
POL011865,43,C22,16733
POL016512,45,C13,5410
POL008499,41,C13,5410
POL034698,46,C7,6112
POL034114,36,C15,290
POL034216,51,C9,17804
POL045667,47,C2,27003
POL004821,43,C10,73430
POL008692,55,C6,13051
POL008020,57,C19,27742
POL015238,39,C8,8794
POL044520,50,C2,27003
POL028926,52,C7,6112
POL023420,40,C10,73430
POL043233,50,C14,7788
POL039837,36,C14,7788
POL002642,38,C8,8794
POL029103,46,C8,8794
POL007017,47,C3,4076
POL048120,43,C3,4076
POL050618,58,C14,7788
POL007684,43,C8,8794
POL052348,36,C8,8794
POL042379,37,C13,5410
POL021657,48,C8,8794
POL055540,39,C8,8794
POL051896,52,C8,8794
POL000962,45,C8,8794
POL001474,40,C8,8794
POL014698,57,C6,13051
POL049033,42,C13,5410
POL008341,44,C5,34738
POL023298,40,C2,27003
POL019238,39,C3,4076
POL055613,35,C3,4076
POL048893,40,C14,7788
POL011409,40,C5,34738
POL044401,47,C5,34738
POL058578,48,C5,34738
POL033670,35,C9,17804
POL001298,44,C8,8794
POL002688,38,C12,34791
POL029522,58,C9,17804
POL009007,35,C13,5410
POL038330,36,C14,7788
POL042352,37,C13,5410
POL014225,57,C9,17804
POL035904,51,C5,34738
POL002000,53,C2,27003
POL001803,43,C8,8794
POL052493,41,C12,34791
POL038224,51,C2,27003
POL014776,53,C5,34738
POL035487,35,C2,27003
POL056849,50,C12,34791
POL043776,49,C1,4990
POL024762,52,C13,5410
POL039637,41,C5,34738
POL019136,54,C8,8794
POL023049,61,C7,6112
POL029563,49,C2,27003
POL039889,48,C8,8794
POL049031,41,C13,5410
POL054122,40,C11,6108
POL001093,40,C12,34791
POL026778,53,C1,4990
POL000443,44,C12,34791
POL015578,35,C1,4990
POL052179,50,C3,4076
POL033551,46,C8,8794
POL022296,37,C5,34738
POL012767,43,C11,6108
POL021761,36,C2,27003
POL049560,36,C5,34738
POL028171,48,C8,8794
POL022153,58,C8,8794
POL030772,64,C2,27003
POL038569,40,C3,4076
POL001089,54,C13,5410
POL027917,36,C8,8794
POL048954,37,C8,8794
POL045317,50,C9,17804
POL016060,48,C5,34738
POL052489,58,C10,73430
POL049664,49,C13,5410
POL041249,42,C5,34738
POL014203,51,C14,7788
POL020928,48,C2,27003
POL009034,39,C11,6108
POL011631,41,C5,34738
POL050217,54,C2,27003
POL009462,43,C8,8794
POL030200,52,C11,6108
POL022350,37,C12,34791
POL034387,46,C11,6108
POL036592,51,C9,17804
POL031726,44,C2,27003
POL020215,40,C2,27003
POL032803,36,C8,8794
POL053051,52,C8,8794
POL015732,44,C8,8794
POL001082,42,C5,34738
POL023617,42,C2,27003
POL039149,57,C19,27742
POL049881,50,C10,73430
POL002592,37,C8,8794
POL054381,53,C3,4076
POL008814,50,C8,8794
POL010882,53,C8,8794
POL026466,64,C8,8794
POL041196,47,C8,8794
POL007523,43,C13,5410
POL006953,35,C2,27003
POL030345,41,C15,290
POL036691,45,C8,8794
POL024338,37,C13,5410
POL026150,47,C10,73430
POL040933,58,C2,27003
POL038892,54,C3,4076
POL022362,51,C3,4076
POL035404,56,C14,7788
POL024315,44,C3,4076
POL010907,35,C1,4990
POL034810,46,C3,4076
POL053913,40,C14,7788
POL013856,51,C17,65567
POL004864,39,C8,8794
POL012139,48,C19,27742
POL003395,38,C4,21622
POL026673,44,C8,8794
POL043326,41,C3,4076
POL024886,47,C5,34738
POL058108,53,C1,4990
POL030846,61,C2,27003
POL032195,49,C8,8794
POL008194,41,C3,4076
POL038420,43,C9,17804
POL047535,53,C11,6108
POL042443,41,C17,65567
POL011553,62,C11,6108
POL034398,37,C5,34738
POL041421,45,C8,8794
POL058573,40,C10,73430
POL045926,43,C8,8794
POL049430,44,C5,34738
POL056550,40,C7,6112
POL040505,43,C5,34738
POL002441,48,C14,7788
POL051427,51,C9,17804
POL057692,40,C3,4076
POL057587,40,C8,8794
POL043018,53,C5,34738
POL035035,41,C2,27003
POL015081,58,C2,27003
POL016986,43,C2,27003
POL036275,52,C5,34738
POL049480,49,C3,4076
POL003968,38,C13,5410
POL044436,55,C2,27003
POL044935,57,C2,27003
POL039119,56,C8,8794
POL014744,53,C2,27003
POL011574,42,C13,5410
POL054708,55,C6,13051
POL014978,39,C7,6112
POL052292,39,C13,5410
POL040424,41,C5,34738
POL010444,40,C5,34738
POL046875,45,C9,17804
POL008690,49,C14,7788
POL058552,44,C14,7788
POL052587,41,C2,27003
POL013167,40,C13,5410
POL009317,42,C6,13051
POL012022,66,C2,27003
POL039215,44,C5,34738
POL001644,35,C5,34738
POL044635,40,C5,34738
POL008955,44,C8,8794
POL000353,50,C12,34791
POL028398,51,C12,34791
POL017144,45,C2,27003
POL048451,43,C17,65567
POL014784,50,C8,8794
POL009721,44,C2,27003
POL053874,43,C13,5410
POL004001,49,C13,5410
POL052771,48,C9,17804
POL030289,50,C2,27003
POL045385,45,C5,34738
POL056291,42,C9,17804
POL022093,54,C5,34738
POL000242,44,C10,73430
POL017766,37,C8,8794
POL043757,37,C3,4076
POL051277,44,C7,6112
POL046172,43,C8,8794
POL008140,42,C2,27003
POL038042,44,C13,5410
POL020182,39,C5,34738
POL021007,47,C8,8794
POL014842,40,C3,4076
POL007611,40,C8,8794
POL022960,37,C9,17804
POL010324,44,C2,27003
POL029740,47,C9,17804
POL032124,42,C5,34738
POL054043,44,C12,34791
POL008133,40,C2,27003
POL029668,51,C5,34738
POL042980,42,C14,7788
POL039924,35,C12,34791
POL000084,43,C8,8794
POL048348,47,C8,8794
POL001112,48,C8,8794
POL002050,40,C10,73430
POL049930,39,C7,6112
POL010834,44,C3,4076
POL051909,44,C8,8794
POL027386,39,C19,27742
POL058048,51,C2,27003
POL055500,54,C10,73430
POL041969,48,C8,8794
POL039607,47,C5,34738
POL020619,60,C10,73430
POL018412,45,C8,8794
POL031740,42,C17,65567
POL016418,52,C11,6108
POL020702,56,C8,8794
POL050887,58,C5,34738
POL001784,40,C12,34791
POL027230,36,C2,27003
POL028747,40,C6,13051
POL008239,40,C8,8794
POL054640,62,C9,17804
POL004493,43,C5,34738
POL014996,39,C1,4990
POL013232,58,C13,5410
POL014584,60,C3,4076
POL046029,38,C13,5410
POL052015,43,C8,8794
POL048278,47,C10,73430
POL002616,54,C5,34738
POL015027,60,C8,8794
POL032358,35,C13,5410
POL010550,38,C2,27003
POL028833,41,C6,13051
POL043333,43,C14,7788
POL027339,54,C5,34738
POL038745,36,C8,8794
POL036975,37,C5,34738
POL054943,43,C1,4990
POL007198,44,C5,34738
POL015504,42,C8,8794
POL025367,48,C2,27003
POL049856,45,C9,17804
POL001972,40,C8,8794
POL017723,35,C8,8794
POL050103,48,C8,8794
POL016331,45,C3,4076
POL017606,41,C13,5410
POL002962,48,C12,34791
POL004938,40,C15,290
POL042336,41,C2,27003
POL046558,49,C6,13051
POL009722,47,C3,4076
POL021718,36,C5,34738
POL035671,36,C13,5410
POL041723,53,C5,34738
POL048440,43,C8,8794
POL040599,46,C9,17804
POL048404,39,C8,8794
POL045044,56,C8,8794
POL016048,38,C2,27003
POL032059,46,C8,8794
POL016811,38,C3,4076
POL044337,52,C5,34738
POL029413,43,C5,34738
POL029820,40,C8,8794
POL001302,36,C7,6112
POL040306,48,C5,34738
POL015481,44,C14,7788
POL009798,48,C1,4990
POL055944,47,C7,6112
POL052110,44,C2,27003
POL013590,51,C13,5410
POL004756,37,C5,34738
POL048151,56,C8,8794
POL050629,44,C22,16733
POL049953,53,C8,8794
POL041814,49,C5,34738
POL053854,67,C10,73430
POL009935,54,C5,34738
POL035514,37,C3,4076
POL022923,39,C13,5410
POL054804,35,C8,8794
POL035383,42,C8,8794
POL018522,43,C3,4076
POL005984,56,C5,34738
POL014013,45,C2,27003
POL033696,48,C5,34738
POL055384,36,C14,7788
POL039716,44,C8,8794
POL029125,41,C13,5410
POL050663,38,C18,35036
POL009668,35,C5,34738
POL011029,48,C8,8794
POL039877,40,C2,27003
POL041033,60,C5,34738
POL052884,47,C1,4990
POL028365,49,C14,7788
POL021167,43,C8,8794
POL013763,46,C4,21622
POL037882,40,C13,5410
POL046358,47,C13,5410
POL039313,54,C14,7788
POL033007,37,C8,8794
POL042566,44,C3,4076
POL000725,35,C9,17804
POL035999,40,C2,27003
POL002471,53,C3,4076
POL030077,53,C14,7788
POL009298,49,C8,8794
POL031104,36,C2,27003
POL047668,37,C7,6112
POL027406,44,C9,17804
POL001178,53,C13,5410
POL032655,53,C14,7788
POL057135,37,C12,34791
POL021340,38,C1,4990
POL000817,47,C14,7788
POL043341,45,C8,8794
POL017592,48,C14,7788
POL038185,50,C5,34738
POL035491,45,C19,27742
POL026244,45,C21,3264
POL023381,35,C8,8794
POL027134,39,C14,7788
POL052604,37,C10,73430
POL000882,42,C14,7788
POL008150,37,C7,6112
POL047598,36,C7,6112
POL005305,43,C13,5410
POL000995,35,C8,8794
POL040179,35,C5,34738
POL048926,45,C16,16206
POL050707,40,C13,5410
POL009693,39,C3,4076
POL033024,46,C8,8794
POL023926,53,C8,8794
POL041694,52,C9,17804
POL014898,57,C5,34738
POL056129,44,C8,8794
POL013267,47,C8,8794
POL000119,45,C5,34738
POL043877,58,C5,34738
POL041744,61,C13,5410
POL056736,40,C21,3264
POL049217,45,C8,8794
POL033020,35,C5,34738
POL025357,50,C21,3264
POL045635,45,C7,6112
POL038317,38,C12,34791
POL014983,37,C7,6112
POL006312,51,C8,8794
POL047025,35,C9,17804
POL054298,36,C10,73430
POL052603,44,C8,8794
POL051878,44,C2,27003
POL004682,39,C2,27003
POL015409,37,C8,8794
POL043257,41,C3,4076
POL032048,52,C21,3264
POL001030,47,C5,34738
POL018983,51,C3,4076
POL056973,59,C3,4076
POL058412,35,C10,73430
POL016356,53,C1,4990
POL031719,43,C14,7788
POL054410,42,C2,27003
POL028765,36,C20,20905
POL010842,54,C8,8794
POL002268,44,C1,4990
POL056867,52,C10,73430
POL031501,35,C3,4076
POL007445,57,C8,8794
POL013680,40,C8,8794
POL051737,41,C3,4076
POL057628,41,C4,21622
POL053764,52,C2,27003
POL022504,39,C2,27003
POL044580,52,C1,4990
POL054271,43,C2,27003
POL016678,49,C5,34738
POL030131,40,C14,7788
POL010679,51,C3,4076
POL013632,55,C3,4076
POL030675,35,C1,4990
POL030141,40,C14,7788
POL008930,56,C5,34738
POL057106,60,C3,4076
POL028991,39,C5,34738
POL052688,43,C11,6108
POL004829,40,C15,290
POL003777,55,C1,4990
POL036697,40,C2,27003
POL053380,43,C2,27003
POL055190,36,C8,8794
POL004733,44,C5,34738
POL028201,44,C13,5410
POL030442,40,C14,7788
POL029682,41,C3,4076
POL032179,37,C5,34738
POL053779,40,C3,4076
POL025984,44,C2,27003
POL017034,54,C5,34738
POL010334,44,C2,27003
POL024210,41,C2,27003
POL013180,36,C2,27003
POL024296,35,C8,8794
POL047756,57,C5,34738
POL014653,43,C8,8794
POL055743,35,C5,34738
POL031658,52,C14,7788
POL055493,48,C2,27003
POL028107,39,C5,34738
POL052149,40,C8,8794
POL049384,41,C8,8794
POL040454,35,C10,73430
POL048953,37,C11,6108
POL027851,56,C11,6108
POL008430,41,C21,3264
POL057726,39,C8,8794
POL005842,49,C9,17804
POL023974,37,C2,27003
POL055629,45,C16,16206
POL002770,50,C3,4076
POL002513,36,C2,27003
POL001311,43,C8,8794
POL036650,40,C5,34738
POL028090,40,C6,13051
POL021778,40,C2,27003
POL050070,41,C5,34738
POL040942,40,C7,6112
POL046484,49,C15,290
POL040213,36,C5,34738
POL016891,40,C9,17804
POL004677,45,C15,290
POL040025,40,C5,34738
POL038236,42,C14,7788
POL005907,41,C6,13051
POL052429,40,C3,4076
POL022706,39,C19,27742
POL016346,56,C5,34738
POL053296,46,C5,34738
POL005119,46,C19,27742
POL009282,43,C13,5410
POL004851,57,C8,8794
POL009550,36,C14,7788
POL027220,37,C8,8794
POL019735,45,C3,4076
POL027510,56,C10,73430
POL009905,35,C3,4076
POL051736,39,C21,3264
POL004794,50,C7,6112
POL009498,50,C10,73430
POL049333,48,C13,5410
POL051821,52,C3,4076
POL046534,44,C8,8794
POL027075,60,C8,8794
POL013520,40,C5,34738
POL008422,55,C3,4076
POL002674,59,C14,7788
POL050264,43,C2,27003
POL032301,51,C10,73430
POL029893,37,C8,8794
POL034062,49,C2,27003
POL043733,35,C11,6108
POL020417,60,C8,8794
POL020180,44,C2,27003
POL002306,47,C5,34738
POL001277,36,C8,8794
POL040034,54,C8,8794
POL045856,50,C5,34738
POL027511,45,C2,27003
POL047280,36,C8,8794
POL028795,47,C1,4990
POL016577,47,C14,7788
POL052540,36,C13,5410
POL004491,64,C3,4076
POL035804,41,C5,34738
POL036729,40,C5,34738
POL010033,41,C8,8794
POL037672,42,C8,8794
POL019629,49,C1,4990
POL034382,42,C8,8794
POL031555,40,C9,17804
POL032542,58,C3,4076
POL004661,35,C8,8794
POL012486,44,C3,4076
POL055635,54,C8,8794
POL056263,52,C11,6108
POL045014,41,C7,6112
POL051257,45,C8,8794
POL006640,43,C8,8794
POL040643,54,C14,7788
POL013035,40,C2,27003
POL016314,42,C19,27742
POL005357,44,C8,8794
POL051785,35,C8,8794
POL036331,35,C13,5410
POL017473,38,C3,4076
POL036645,36,C4,21622
POL056503,54,C13,5410
POL036670,52,C8,8794
POL018968,39,C3,4076
POL019277,43,C13,5410
POL047761,40,C8,8794
POL023142,68,C9,17804
POL027519,50,C11,6108
POL036869,37,C8,8794
POL006098,56,C3,4076
POL008527,54,C10,73430
POL049469,44,C8,8794
POL010149,49,C18,35036
POL049376,47,C2,27003
POL040186,48,C14,7788
POL037644,39,C3,4076
POL038336,47,C4,21622
POL018188,47,C14,7788
POL031662,46,C10,73430
POL039983,47,C5,34738
POL021199,52,C2,27003
POL010278,43,C14,7788
POL050946,37,C13,5410
POL028284,43,C8,8794
POL032627,37,C13,5410
POL045023,39,C7,6112
POL017923,38,C2,27003
POL039093,45,C5,34738
POL042677,40,C13,5410
POL018606,41,C8,8794
POL054820,43,C2,27003
POL054047,53,C9,17804
POL042442,43,C5,34738
POL039996,41,C14,7788
POL017727,56,C8,8794
POL020712,43,C19,27742
POL012712,44,C2,27003
POL027118,38,C8,8794
POL019334,36,C18,35036
POL004199,40,C8,8794
POL048973,40,C7,6112
POL053814,54,C1,4990
POL035533,58,C15,290
POL048091,37,C3,4076
POL049248,42,C8,8794
POL041197,68,C14,7788
POL037118,62,C11,6108
POL029980,46,C11,6108
POL055344,45,C5,34738
POL038919,55,C8,8794
POL038642,38,C7,6112
POL052878,66,C8,8794
POL016959,37,C9,17804
POL055113,37,C7,6112
POL004249,49,C5,34738
POL056762,40,C8,8794
POL029579,37,C21,3264
POL051034,65,C8,8794
POL019902,52,C3,4076
POL055388,36,C13,5410
POL057528,40,C10,73430
POL049116,49,C8,8794
POL007180,36,C10,73430
POL057376,58,C3,4076
POL032432,40,C5,34738
POL034877,39,C7,6112
POL034058,46,C2,27003
POL031713,37,C3,4076
POL031636,57,C5,34738
POL029118,60,C5,34738
POL035188,35,C3,4076
POL019942,44,C8,8794
POL021038,40,C14,7788
POL026442,40,C3,4076
POL007656,41,C3,4076
POL042870,61,C8,8794
POL036181,35,C8,8794
POL034980,57,C8,8794
POL045281,35,C3,4076
POL011921,40,C7,6112
POL053851,43,C8,8794
POL032530,41,C14,7788
POL018490,43,C2,27003
POL051396,45,C10,73430
POL003977,44,C3,4076
POL001506,50,C3,4076
POL002111,39,C8,8794
POL031943,61,C9,17804
POL018774,46,C5,34738
POL029602,40,C5,34738
POL008561,40,C1,4990
POL017597,35,C8,8794
POL040734,42,C5,34738
POL053370,39,C15,290
POL036942,41,C7,6112
POL011630,48,C17,65567
POL050178,44,C5,34738
POL014600,40,C5,34738
POL051682,42,C2,27003
POL040524,49,C8,8794
POL031184,42,C13,5410
POL018926,37,C3,4076
POL047781,35,C8,8794
POL042915,49,C8,8794
POL008739,35,C8,8794
POL036862,56,C9,17804
POL036300,44,C14,7788
POL021567,40,C9,17804
POL009858,37,C2,27003
POL044307,47,C14,7788
POL028561,50,C8,8794
POL057436,45,C8,8794
POL024994,41,C5,34738
POL041187,40,C10,73430
POL025684,40,C14,7788
POL046049,40,C19,27742
POL032103,36,C5,34738
POL054929,49,C8,8794
POL040105,53,C14,7788
POL015887,40,C9,17804
POL035409,52,C10,73430
POL028101,43,C8,8794
POL026889,50,C3,4076
POL005987,40,C5,34738
POL001564,52,C12,34791
POL020258,37,C8,8794
POL018857,58,C14,7788
POL004067,45,C8,8794
POL001912,49,C1,4990
POL051955,39,C5,34738
POL040271,44,C5,34738
POL011241,39,C14,7788
POL007346,36,C5,34738
